category	tool	status	first_official_method	one_liner	note
Miscellaneous	tlock	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Miscellaneous	tray-tui	VERIFIED_NO_ONE_LINER	Nix configuration	—	First official path is declarative Nix config, not a shell one-liner.
Miscellaneous	tttui	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Miscellaneous	ttyper	VERIFIED_NO_ONE_LINER	prebuilt binary	—	First official path is manual prebuilt binary download.
Miscellaneous	tui-shop	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Miscellaneous	tweakcc	VERIFIED_ONE_LINER	npm global	npm install -g tweakcc	README shows npx run before persistent install; this is the install command.
Miscellaneous	typtea	VERIFIED_ONE_LINER	AUR helper	yay -S typtea	
Miscellaneous	try-rs	VERIFIED_ONE_LINER	source + Cargo	git clone https://github.com/tassiovirginio/try-rs.git && cd try-rs && cargo install --path . --bin try-rs	
Miscellaneous	vortix	VERIFIED_ONE_LINER	Homebrew	brew install Harry-kp/tap/vortix	
Miscellaneous	wb	VERIFIED_ONE_LINER	project installer	chmod 755 INSTALL.sh && ./INSTALL.sh	
Miscellaneous	wego	VERIFIED_ONE_LINER	Go	go install github.com/schachmat/wego@latest	
Miscellaneous	wavemon	VERIFIED_ONE_LINER	source build	./configure && make && sudo make install	
Miscellaneous	wifitui	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Miscellaneous	WG Commander	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Miscellaneous	wttr.in	VERIFIED_NO_ONE_LINER	source/server setup	—	First install step is system preparation; no single one-line end-user install. Public service itself is zero-install via curl.
Miscellaneous	WifUI	VERIFIED_ONE_LINER	winget	winget install wifui	
Miscellaneous	xplr	VERIFIED_ONE_LINER	Nixpkgs	nix-env -f https://github.com/NixOS/nixpkgs/tarball/master -iA xplr	
Miscellaneous	x-cmd	VERIFIED_ONE_LINER	official install script	"eval ""$(curl https://get.x-cmd.com)"""	
Multimedia	ani-l	VERIFIED_ONE_LINER	Cargo	cargo install ani-l	
Multimedia	asak	VERIFIED_ONE_LINER	Cargo	cargo install asak	
Multimedia	bookokrat	VERIFIED_ONE_LINER	Homebrew	brew install bookokrat	
Multimedia	chafa	VERIFIED_NO_ONE_LINER	packages/source	—	Official homepage does not present one universal first command.
Multimedia	cmdpxl	VERIFIED_ONE_LINER	PyPI	pip install cmdpxl	
Multimedia	cmus	VERIFIED_ONE_LINER	apt	sudo apt-get install cmus	
Multimedia	ctune	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Multimedia	draw	VERIFIED_ONE_LINER	Go	go install github.com/maaslalani/draw@latest	
Multimedia	fancy-cat	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Multimedia	favicon-editor	VERIFIED_ONE_LINER	Go	go install github.com/xyproto/favicon-editor@latest	
Multimedia	gadacz	VERIFIED_ONE_LINER	source + Cargo	git clone https://github.com/rareitems/gadacz && cd gadacz && cargo install --path .	
Multimedia	GopherTube	VERIFIED_ONE_LINER	official install script	curl -sSL https://raw.githubusercontent.com/KrishnaSSH/GopherTube/main/install.sh | bash	
Multimedia	Gorae	VERIFIED_NO_ONE_LINER	prebuilt binary	—	First official path is recommended prebuilt binary/manual download.
Multimedia	image-sorter	VERIFIED_ONE_LINER	Cargo	cargo install image-sorter	
Multimedia	invidtui	VERIFIED_NO_ONE_LINER	source/manual	—	No Installation section in root README.
Multimedia	jellyfin-tui	VERIFIED_ONE_LINER	source + Cargo	git clone https://github.com/dhonus/jellyfin-tui && cd jellyfin-tui && cargo install --path .	
Multimedia	kew	VERIFIED_NO_ONE_LINER	delegated official install guide	—	Root README delegates to project website.
Multimedia	line	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Multimedia	MAL-Cli	VERIFIED_ONE_LINER	AUR helper	yay -S mal-cli	
Multimedia	managarr	VERIFIED_ONE_LINER	Cargo	cargo install managarr	
Multimedia	manga-tui	VERIFIED_ONE_LINER	Cargo	cargo install manga-tui --locked	
Multimedia	marstui-audio	VERIFIED_ONE_LINER	source + Cargo	sudo apt install libdbus-1-dev pkg-config && git clone https://github.com/schooldanlp6/marstui-rustio && cd marstui-rustio && cargo build --release && cd target/release && chmod +x marstui-audio && sudo cp marstui-audio /bin/marstui-audio	
Multimedia	mps-youtube	VERIFIED_ONE_LINER	PyPI (current yewtube)	pip install yewtube	
Multimedia	mpvc	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Multimedia	nap	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Multimedia	ncspot	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Multimedia	pipe-viewer	VERIFIED_ONE_LINER	Perl build	perl Build.PL && sudo ./Build installdeps && sudo ./Build install	
Multimedia	ostui	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Multimedia	pyradio	VERIFIED_NO_ONE_LINER	distro package	—	First official path is distro package availability without one universal command.
Multimedia	RadioGoGo	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Multimedia	Relax-player	VERIFIED_ONE_LINER	Cargo	cargo install relax-player	
Multimedia	roku-cli	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Multimedia	rmpc	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Multimedia	rusty-pipes	VERIFIED_NO_ONE_LINER	release download	—	First official path is manual release download.
Multimedia	sonicradio	VERIFIED_ONE_LINER	Go	go install github.com/dancnb/sonicradio/cmd/sonicradio@latest	
Multimedia	soundcloud2000	VERIFIED_ONE_LINER	macOS deps + gem	xcode-select --install && brew install portaudio && brew install mpg123 && gem install soundcloud2000	
Multimedia	spotatui	VERIFIED_ONE_LINER	Homebrew	brew tap LargeModGames/spotatui && brew install spotatui	
Multimedia	spotify-player	VERIFIED_NO_ONE_LINER	prebuilt binary	—	First official path is manual prebuilt binary download.
Multimedia	spotui	VERIFIED_ONE_LINER	PyPI	pip install spotui	
Multimedia	tdf	VERIFIED_ONE_LINER	Cargo/git	cargo install --git https://github.com/itsjunetime/tdf.git	
Multimedia	terminal-yt	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Multimedia	termusic	VERIFIED_ONE_LINER	Cargo	cargo install termusic termusic-server --locked	
Multimedia	textual-paint	VERIFIED_ONE_LINER	pipx	pip install --upgrade pipx && pipx install textual-paint	
Multimedia	timg	VERIFIED_ONE_LINER	apt	sudo apt install timg	
Multimedia	tizonia-openmax-il	VERIFIED_ONE_LINER	official install script	curl -kL https://github.com/tizonia/tizonia-openmax-il/raw/master/tools/install.sh | bash	
Multimedia	tortuise	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Multimedia	Toutui	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Multimedia	Trophy	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Multimedia	upiano	VERIFIED_ONE_LINER	PyPI	pip install upiano	
Multimedia	valveFM	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Multimedia	vlc	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Multimedia	waves	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Multimedia	wiremix	VERIFIED_ONE_LINER	Cargo	cargo install wiremix	
Multimedia	xytz	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Multimedia	ytui-music	VERIFIED_ONE_LINER	source + Cargo	git clone git@github.com:sudipghimire533/ytui-music && cd ytui-music && git submodule init && MPV_BUILD=mpv-build/ cargo build --all --release --features build_libmpv	
Multimedia	ytdl-tui	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Multimedia	ytfzf	VERIFIED_ONE_LINER	source build	git clone https://github.com/pystardust/ytfzf && cd ytfzf && sudo make install doc	
Multimedia	viu	VERIFIED_ONE_LINER	source + Cargo	git clone https://github.com/atanunq/viu.git && cd viu && cargo install --path .	
Multimedia	vv	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Productivity	abook	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Productivity	agent-deck	VERIFIED_ONE_LINER	official install script	curl -fsSL https://raw.githubusercontent.com/asheshgoplani/agent-deck/main/install.sh | bash	
Productivity	awsui	VERIFIED_ONE_LINER	uv	uv tool install --python 3.13 awsui	
Productivity	Bagels	VERIFIED_ONE_LINER	uv	"curl -LsSf https://astral.sh/uv/install.sh | sh && source ""$HOME/.local/bin/env"" && uv tool install --python 3.13 bagels"	
Productivity	Brief	VERIFIED_ONE_LINER	Homebrew	brew install williamagh/tap/brief	
Productivity	calcure	VERIFIED_ONE_LINER	pipx	pipx install calcure	
Productivity	calcurse	VERIFIED_NO_ONE_LINER	packages/source	—	Official homepage root has no single one-line first installer.
Productivity	clipse	VERIFIED_ONE_LINER	Nix	nix-env -iA nixpkgs.clipse	
Productivity	Chronos	VERIFIED_NO_ONE_LINER	source/manual	—	No Installation section in root README.
Productivity	Desktop-TUI	VERIFIED_ONE_LINER	Cargo	cargo install desktop-tui	
Productivity	doxx	VERIFIED_ONE_LINER	Homebrew	brew install bgreenwell/tap/doxx	
Productivity	drako	VERIFIED_ONE_LINER	Go	go install github.com/lucky7xz/drako@latest	
Productivity	dvtm	VERIFIED_ONE_LINER	source build	make && sudo make install	
Productivity	ekphos	VERIFIED_ONE_LINER	Cargo	cargo install ekphos	
Productivity	elia	VERIFIED_ONE_LINER	pipx	pipx install --python 3.11 elia-chat	
Productivity	fjira	VERIFIED_ONE_LINER	Homebrew	brew install fjira	
Productivity	GeekCalendar	VERIFIED_ONE_LINER	source + Bun	bun install && bun run build && mkdir -p ~/.local/bin && mv ./geekcalendar ~/.local/bin/	
Productivity	Glow	VERIFIED_ONE_LINER	Homebrew	brew install glow	
Productivity	gocheat	VERIFIED_ONE_LINER	source + Go	git clone https://github.com/Achno/gocheat && cd gocheat && go build && sudo cp gocheat /usr/local/bin/	
Productivity	helm	VERIFIED_ONE_LINER	Homebrew	brew install 0xjuanma/tap/helm	
Productivity	hledger-ui	VERIFIED_NO_ONE_LINER	suite/package docs	—	Root hledger README has no standalone first install command for hledger-ui.
Productivity	h-m-m	VERIFIED_ONE_LINER	official install script	wget -q -O - https://raw.githubusercontent.com/nadrad/h-m-m/main/install.sh | sh	
Productivity	hnjobs	VERIFIED_ONE_LINER	Go	go install github.com/mwinters0/hnjobs@latest	
Productivity	hygg	VERIFIED_ONE_LINER	Cargo	cargo install --locked hygg	
Productivity	HydroToDo	VERIFIED_ONE_LINER	source checkout	git clone https://github.com/Henriquehnnm/HydroToDo.git && cd HydroToDo	
Productivity	HydroFetch	VERIFIED_ONE_LINER	official install script	curl -sSL https://raw.githubusercontent.com/Henriquehnnm/HydroFetch/main/install.fish | fish	
Productivity	intelli-shell	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Productivity	jiratui	VERIFIED_ONE_LINER	uv	uv tool install jiratui	
Productivity	Judo	VERIFIED_ONE_LINER	Cargo	cargo install judo	
Productivity	kabmat	VERIFIED_ONE_LINER	source build	git clone https://github.com/PlankCipher/kabmat.git && cd kabmat && make && sudo make install	
Productivity	kanban	VERIFIED_ONE_LINER	Cargo	cargo install kanban-cli	Current canonical upstream redirects from the justtuit URL.
Productivity	kanban-python	VERIFIED_ONE_LINER	PyPI	python -m pip install kanban-python	
Productivity	khal	VERIFIED_ONE_LINER	apt	apt install khal	
Productivity	LazySSH	VERIFIED_ONE_LINER	Homebrew	brew install Adembc/homebrew-tap/lazyssh	
Productivity	levite	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Productivity	longbridge-terminal	VERIFIED_ONE_LINER	Homebrew cask	brew install --cask longbridge/tap/longbridge-terminal	
Productivity	lssh	VERIFIED_ONE_LINER	Homebrew	brew install blacknon/lssh/lssh	
Productivity	mcfly	VERIFIED_ONE_LINER	Homebrew	brew install mcfly	
Productivity	mynav	VERIFIED_ONE_LINER	official install script	curl -fsSL https://raw.githubusercontent.com/GianlucaP106/mynav/main/install.bash | bash	
Productivity	multranslate	VERIFIED_ONE_LINER	npm	npm install -g multranslate	
Productivity	nless	VERIFIED_ONE_LINER	pipx	pipx install nothing-less	
Productivity	numr	VERIFIED_ONE_LINER	Homebrew	brew tap nasedkinpv/tap && brew install numr	
Productivity	openmux	VERIFIED_ONE_LINER	official install script	curl -fsSL https://raw.githubusercontent.com/monotykamary/openmux/main/scripts/install.sh | bash	
Productivity	pagerduty-tui	VERIFIED_ONE_LINER	source build	cargo build	
Productivity	patat	VERIFIED_ONE_LINER	Cabal	cabal install patat	
Productivity	pdiary	VERIFIED_ONE_LINER	PyPI wheel	pip install https://github.com/manipuladordedados/pdiary/releases/download/1.65/pdiary-1.65-py3-none-any.whl	
Productivity	pkm	VERIFIED_NO_ONE_LINER	source/manual	—	No Installation section in root README.
Productivity	pomo	VERIFIED_ONE_LINER	Homebrew cask	brew install --cask bahaaio/pomo/pomo	
Productivity	portfolio_rs	VERIFIED_ONE_LINER	Nix shell	nix-shell -p portfolio_rs	First official path is a Nix shell, not persistent install.
Productivity	pream-team	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Productivity	presenterm	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Productivity	procmux	VERIFIED_ONE_LINER	pipx	pipx install procmux	
Productivity	productivity-timer	VERIFIED_ONE_LINER	npm	npm i -g productivity-timer	
Productivity	sc-im	VERIFIED_ONE_LINER	source build	make -C src && make -C src install	
Productivity	SheetsUI	VERIFIED_ONE_LINER	Nix profile	nix profile install github:zaphar/sheetsui	
Productivity	shiki	VERIFIED_NO_ONE_LINER	release binary	—	First official method is release binaries; AUR is shown later.
Productivity	slides	VERIFIED_ONE_LINER	Homebrew	brew install slides	
Productivity	sshm	VERIFIED_ONE_LINER	Homebrew	brew install Gu1llaum-3/sshm/sshm	
Productivity	ssh-slides	VERIFIED_NO_ONE_LINER	source/manual	—	No Installation section in root README.
Productivity	Tabiew	VERIFIED_ONE_LINER	official install script	curl -sS https://raw.githubusercontent.com/shshemi/tabiew/main/install.sh | sh	
Productivity	taskline	VERIFIED_ONE_LINER	Yarn	yarn global add @perryrh0dan/taskline	
Productivity	taskwarrior-tui	VERIFIED_NO_ONE_LINER	release binary	—	First official method is precompiled release/manual download.
Productivity	television	VERIFIED_ONE_LINER	official install script	curl -fsSL https://alexpasmantier.github.io/television/install.sh | bash	
Productivity	tenere	VERIFIED_NO_ONE_LINER	release binary	—	First official method is release binaries/manual download.
Productivity	termscp	VERIFIED_ONE_LINER	official install script	curl --proto '=https' --tlsv1.2 -sSLf https://termscp.rs/install.sh | sh	
Productivity	tiki	VERIFIED_ONE_LINER	official install script	curl -fsSL https://raw.githubusercontent.com/boolean-maybe/tiki/main/install.sh | bash	
Productivity	tmux	VERIFIED_ONE_LINER	source build	./configure && make && sudo make install	
Productivity	tododo	VERIFIED_ONE_LINER	Homebrew	brew install bmarse/tap/tododo	
Productivity	todoman	VERIFIED_NO_ONE_LINER	packages/source	—	No Installation section in root README.
Productivity	topydo	VERIFIED_ONE_LINER	PyPI	pip3 install topydo	
Productivity	ttm	VERIFIED_ONE_LINER	Homebrew	brew install vst93/tap/ttm	
Productivity	trx	VERIFIED_ONE_LINER	official install script	curl -fsSL https://trx.pidev.tech/install.sh | sh	
Productivity	ttyplot	VERIFIED_ONE_LINER	Snap	snap install ttyplot	
Productivity	TUI_ProjectManager	VERIFIED_ONE_LINER	Cargo	cargo install project_manager	
Productivity	tuidict	VERIFIED_ONE_LINER	Cargo	cargo install tuidict	
Productivity	tui-deck	VERIFIED_NO_ONE_LINER	source/manual	—	No Installation section in root README.
Productivity	TUIOS	VERIFIED_ONE_LINER	Homebrew	brew install tuios	
Productivity	tui-slides	VERIFIED_ONE_LINER	Cargo	cargo install tui-slides	
Productivity	tuihub	VERIFIED_NO_ONE_LINER	source/manual	—	No Installation section in root README.
Productivity	tuimux	VERIFIED_ONE_LINER	zero-install Bun	bunx tuimux	First quick-start method; persistent install is shown next.
Productivity	tuiserial	VERIFIED_ONE_LINER	Cargo	cargo install tuiserial	
Productivity	tvterm	VERIFIED_ONE_LINER	source build	cmake . -B ./build -DCMAKE_BUILD_TYPE=Release && cmake --build ./build	
Productivity	Visidata	VERIFIED_ONE_LINER	PyPI	pip3 install visidata	
Productivity	Walker	VERIFIED_ONE_LINER	source + Cargo	git clone https://github.com/abenz1267/walker.git && cd walker && cargo build --release	
Productivity	zellij	VERIFIED_NO_ONE_LINER	OS package/release	—	First official path is OS package availability; no single universal command.
Productivity	zeit	VERIFIED_NO_ONE_LINER	source/manual	—	No Installation section in root README.
Productivity	Toney	VERIFIED_NO_ONE_LINER	source/manual	—	No Installation section in root README.
Productivity	Tock	VERIFIED_ONE_LINER	Homebrew	brew install tock	
Screensavers	astroterm	VERIFIED_ONE_LINER	DNF	sudo dnf install astroterm	
Screensavers	gitlogue	VERIFIED_ONE_LINER	official install script	curl -fsSL https://raw.githubusercontent.com/unhappychoice/gitlogue/main/install.sh | bash	
Screensavers	neo	VERIFIED_ONE_LINER	source tarball	tar xzf neo-<VERSION>.tar.gz && cd neo-<VERSION> && ./configure && make && sudo make install	
Screensavers	rxpipes	VERIFIED_ONE_LINER	Cargo	cargo install rxpipes	
Screensavers	pond	VERIFIED_NO_ONE_LINER	GitLab/source	—	No one-line installer safely captured.
Screensavers	weathr	VERIFIED_ONE_LINER	official install script	curl -fsSL https://raw.githubusercontent.com/Veirt/weathr/main/install.sh | sh	
Web	bombadillo	VERIFIED_ONE_LINER	source build	git clone https://tildegit.org/sloum/bombadillo && cd bombadillo && sudo make install	
Web	browsh	VERIFIED_NO_ONE_LINER	release/packages	—	No end-user first one-line installer in current root README.
Web	bulletty	VERIFIED_NO_ONE_LINER	prebuilt binary	—	First official method is prebuilt binaries/manual download.
Web	Canard	VERIFIED_NO_ONE_LINER	source/manual	—	No Installation section in root README.
Web	carbonyl	VERIFIED_ONE_LINER	zero-install Docker	docker run --rm -ti fathyb/carbonyl https://youtube.com	
Web	castero	VERIFIED_ONE_LINER	PyPI	pip3 install castero	
Web	CatenaVetus	VERIFIED_ONE_LINER	venv + editable install	python -m venv venv && source ./venv/bin/activate && pip install -e .	
Web	Chawan	VERIFIED_NO_ONE_LINER	packages/source	—	Project site does not present one universal first command.
Web	cloudflare-speed-cli	VERIFIED_ONE_LINER	Cargo	cargo install cloudflare-speed-cli	
Web	DiffsHub	VERIFIED_NO_ONE_LINER	web service	—	No local install method on service page.
Web	eilmeldung	VERIFIED_ONE_LINER	Homebrew	brew tap christo-auer/eilmeldung https://github.com/christo-auer/eilmeldung && brew install eilmeldung	
Web	elinks	VERIFIED_NO_ONE_LINER	delegated INSTALL	—	Root README delegates installation to INSTALL file.
Web	hackernews-TUI	VERIFIED_NO_ONE_LINER	prebuilt binary	—	First official method is binaries/manual download; Cargo appears later.
Web	haxor-news	VERIFIED_ONE_LINER	PyPI	pip install haxor-news	
Web	Lagrange	VERIFIED_NO_ONE_LINER	prebuilt binary	—	First official method is downloads/prebuilt binaries.
Web	LYNX	VERIFIED_NO_ONE_LINER	packages/source	—	Project site does not show one universal first install command.
Web	podliner	VERIFIED_ONE_LINER	official install script	bash <(curl -fsSL https://github.com/timkicker/podliner/releases/latest/download/install.sh)	
Web	newsboat	VERIFIED_NO_ONE_LINER	distro package	—	First official method is distro package availability; no universal command.
Web	nyaa	VERIFIED_ONE_LINER	Cargo	cargo install nyaa	
Web	omaro	VERIFIED_ONE_LINER	Cargo	cargo install omaro --locked	
Web	rfc_reader	VERIFIED_NO_ONE_LINER	source/manual	—	No Installation section in root README.
Web	rtorrent	VERIFIED_NO_ONE_LINER	release/source	—	First official method is stable release/source setup, not one-line.
Web	rttt	VERIFIED_NO_ONE_LINER	GitLab/source	—	No one-line installer safely captured.
Web	searxngr	VERIFIED_ONE_LINER	uv	uv tool install https://github.com/scross01/searxngr.git	
Web	Slumber	VERIFIED_NO_ONE_LINER	packages/source	—	No Installation section in root README.
Web	stegodon	VERIFIED_NO_ONE_LINER	service/source	—	No Installation section in root README.
Web	surge	VERIFIED_NO_ONE_LINER	prebuilt binary	—	First official method is prebuilt binary/manual download.
Web	tblogs	VERIFIED_ONE_LINER	Homebrew	brew tap ezeoleaf/tap && brew install tblogs	
Web	textual-web	VERIFIED_ONE_LINER	pipx	pipx install textual-web	
Web	twterm	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
Web	w3m	NEEDS_FOLLOWUP	upstream check incomplete	—	No exact first official one-liner was safely captured in this pass; do not infer a package command from this row.
